TrackId,Song,Artist,Album,Composer,Genre,UnitPrice
50,You Oughta Know (Alternate),Antônio Carlos Jobim,Jagged Little Pill,Alanis Morissette & Glenn Ballard,Rock,0.99
51,We Die Young,Apocalyptica,Facelift,Jerry Cantrell,Rock,0.99
52,Man In The Box,Apocalyptica,Facelift,"Jerry Cantrell, Layne Staley",Rock,0.99
53,Sea Of Sorrow,Apocalyptica,Facelift,Jerry Cantrell,Rock,0.99
54,Bleed The Freak,Apocalyptica,Facelift,Jerry Cantrell,Rock,0.99
55,I Can't Remember,Apocalyptica,Facelift,"Jerry Cantrell, Layne Staley",Rock,0.99
56,"Love, Hate, Love",Apocalyptica,Facelift,"Jerry Cantrell, Layne Staley",Rock,0.99
57,It Ain't Like That,Apocalyptica,Facelift,"Jerry Cantrell, Michael Starr, Sean Kinney",Rock,0.99
58,Sunshine,Apocalyptica,Facelift,Jerry Cantrell,Rock,0.99
59,Put You Down,Apocalyptica,Facelift,Jerry Cantrell,Rock,0.99
60,Confusion,Apocalyptica,Facelift,"Jerry Cantrell, Michael Starr, Layne Staley",Rock,0.99
61,I Know Somethin (Bout You),Apocalyptica,Facelift,Jerry Cantrell,Rock,0.99
62,Real Thing,Apocalyptica,Facelift,"Jerry Cantrell, Layne Staley",Rock,0.99
63,Desafinado,Audioslave,Warner 25 Anos,,Jazz,0.99
64,Garota De Ipanema,Audioslave,Warner 25 Anos,,Jazz,0.99
65,Samba De Uma Nota Só (One Note Samba),Audioslave,Warner 25 Anos,,Jazz,0.99
66,Por Causa De Você,Audioslave,Warner 25 Anos,,Jazz,0.99
67,Ligia,Audioslave,Warner 25 Anos,,Jazz,0.99
68,Fotografia,Audioslave,Warner 25 Anos,,Jazz,0.99
69,Dindi (Dindi),Audioslave,Warner 25 Anos,,Jazz,0.99
70,Se Todos Fossem Iguais A Você (Instrumental),Audioslave,Warner 25 Anos,,Jazz,0.99
71,Falando De Amor,Audioslave,Warner 25 Anos,,Jazz,0.99
72,Angela,Audioslave,Warner 25 Anos,,Jazz,0.99
73,Corcovado (Quiet Nights Of Quiet Stars),Audioslave,Warner 25 Anos,,Jazz,0.99
74,Outra Vez,Audioslave,Warner 25 Anos,,Jazz,0.99
75,O Boto (Bôto),Audioslave,Warner 25 Anos,,Jazz,0.99
76,"Canta, Canta Mais",Audioslave,Warner 25 Anos,,Jazz,0.99
77,Enter Sandman,BackBeat,Plays Metallica By Four Cellos,Apocalyptica,Metal,0.99
78,Master Of Puppets,BackBeat,Plays Metallica By Four Cellos,Apocalyptica,Metal,0.99
79,Harvester Of Sorrow,BackBeat,Plays Metallica By Four Cellos,Apocalyptica,Metal,0.99
80,The Unforgiven,BackBeat,Plays Metallica By Four Cellos,Apocalyptica,Metal,0.99
81,Sad But True,BackBeat,Plays Metallica By Four Cellos,Apocalyptica,Metal,0.99
82,Creeping Death,BackBeat,Plays Metallica By Four Cellos,Apocalyptica,Metal,0.99
83,Wherever I May Roam,BackBeat,Plays Metallica By Four Cellos,Apocalyptica,Metal,0.99
84,Welcome Home (Sanitarium),BackBeat,Plays Metallica By Four Cellos,Apocalyptica,Metal,0.99
85,Cochise,Billy Cobham,Audioslave,Audioslave/Chris Cornell,Rock,0.99
86,Show Me How to Live,Billy Cobham,Audioslave,Audioslave/Chris Cornell,Rock,0.99
87,Gasoline,Billy Cobham,Audioslave,Audioslave/Chris Cornell,Rock,0.99
88,What You Are,Billy Cobham,Audioslave,Audioslave/Chris Cornell,Rock,0.99
89,Like a Stone,Billy Cobham,Audioslave,Audioslave/Chris Cornell,Rock,0.99
90,Set It Off,Billy Cobham,Audioslave,Audioslave/Chris Cornell,Rock,0.99
91,Shadow on the Sun,Billy Cobham,Audioslave,Audioslave/Chris Cornell,Rock,0.99
92,I am the Highway,Billy Cobham,Audioslave,Audioslave/Chris Cornell,Rock,0.99
93,Exploder,Billy Cobham,Audioslave,Audioslave/Chris Cornell,Rock,0.99
94,Hypnotize,Billy Cobham,Audioslave,Audioslave/Chris Cornell,Rock,0.99
95,Bring'em Back Alive,Billy Cobham,Audioslave,Audioslave/Chris Cornell,Rock,0.99
96,Light My Way,Billy Cobham,Audioslave,Audioslave/Chris Cornell,Rock,0.99
97,Getaway Car,Billy Cobham,Audioslave,Audioslave/Chris Cornell,Rock,0.99
98,The Last Remaining Light,Billy Cobham,Audioslave,Audioslave/Chris Cornell,Rock,0.99
99,Your Time Has Come,Black Label Society,Out Of Exile,"Cornell, Commerford, Morello, Wilk",Alternative & Punk,0.99
100,Out Of Exile,Black Label Society,Out Of Exile,"Cornell, Commerford, Morello, Wilk",Alternative & Punk,0.99
101,Be Yourself,Black Label Society,Out Of Exile,"Cornell, Commerford, Morello, Wilk",Alternative & Punk,0.99
102,Doesn't Remind Me,Black Label Society,Out Of Exile,"Cornell, Commerford, Morello, Wilk",Alternative & Punk,0.99
103,Drown Me Slowly,Black Label Society,Out Of Exile,"Cornell, Commerford, Morello, Wilk",Alternative & Punk,0.99
104,Heaven's Dead,Black Label Society,Out Of Exile,"Cornell, Commerford, Morello, Wilk",Alternative & Punk,0.99
105,The Worm,Black Label Society,Out Of Exile,"Cornell, Commerford, Morello, Wilk",Alternative & Punk,0.99
106,Man Or Animal,Black Label Society,Out Of Exile,"Cornell, Commerford, Morello, Wilk",Alternative & Punk,0.99
107,Yesterday To Tomorrow,Black Label Society,Out Of Exile,"Cornell, Commerford, Morello, Wilk",Alternative & Punk,0.99
108,Dandelion,Black Label Society,Out Of Exile,"Cornell, Commerford, Morello, Wilk",Alternative & Punk,0.99
109,#1 Zero,Black Label Society,Out Of Exile,"Cornell, Commerford, Morello, Wilk",Alternative & Punk,0.99
110,The Curse,Black Label Society,Out Of Exile,"Cornell, Commerford, Morello, Wilk",Alternative & Punk,0.99
111,Money,Black Sabbath,BackBeat Soundtrack,"Berry Gordy, Jr./Janie Bradford",Rock And Roll,0.99
112,Long Tall Sally,Black Sabbath,BackBeat Soundtrack,"Enotris Johnson/Little Richard/Robert ""Bumps"" Blackwell",Rock And Roll,0.99
113,Bad Boy,Black Sabbath,BackBeat Soundtrack,Larry Williams,Rock And Roll,0.99
114,Twist And Shout,Black Sabbath,BackBeat Soundtrack,Bert Russell/Phil Medley,Rock And Roll,0.99
115,Please Mr. Postman,Black Sabbath,BackBeat Soundtrack,Brian Holland/Freddie Gorman/Georgia Dobbins/Robert Bateman/William Garrett,Rock And Roll,0.99
116,C'Mon Everybody,Black Sabbath,BackBeat Soundtrack,Eddie Cochran/Jerry Capehart,Rock And Roll,0.99
117,Rock 'N' Roll Music,Black Sabbath,BackBeat Soundtrack,Chuck Berry,Rock And Roll,0.99
118,Slow Down,Black Sabbath,BackBeat Soundtrack,Larry Williams,Rock And Roll,0.99
119,Roadrunner,Black Sabbath,BackBeat Soundtrack,Bo Diddley,Rock And Roll,0.99
120,Carol,Black Sabbath,BackBeat Soundtrack,Chuck Berry,Rock And Roll,0.99
121,Good Golly Miss Molly,Black Sabbath,BackBeat Soundtrack,Little Richard,Rock And Roll,0.99
122,20 Flight Rock,Black Sabbath,BackBeat Soundtrack,Ned Fairchild,Rock And Roll,0.99
123,Quadrant,Body Count,The Best Of Billy Cobham,Billy Cobham,Jazz,0.99
124,Snoopy's search-Red baron,Body Count,The Best Of Billy Cobham,Billy Cobham,Jazz,0.99
125,"Spanish moss-""A sound portrait""-Spanish moss",Body Count,The Best Of Billy Cobham,Billy Cobham,Jazz,0.99
126,Moon germs,Body Count,The Best Of Billy Cobham,Billy Cobham,Jazz,0.99
127,Stratus,Body Count,The Best Of Billy Cobham,Billy Cobham,Jazz,0.99
128,The pleasant pheasant,Body Count,The Best Of Billy Cobham,Billy Cobham,Jazz,0.99
129,Solo-Panhandler,Body Count,The Best Of Billy Cobham,Billy Cobham,Jazz,0.99
130,Do what cha wanna,Body Count,The Best Of Billy Cobham,George Duke,Jazz,0.99
131,Intro/ Low Down,Bruce Dickinson,Alcohol Fueled Brewtality Live! [Disc 1],,Metal,0.99
132,13 Years Of Grief,Bruce Dickinson,Alcohol Fueled Brewtality Live! [Disc 1],,Metal,0.99
133,Stronger Than Death,Bruce Dickinson,Alcohol Fueled Brewtality Live! [Disc 1],,Metal,0.99
134,All For You,Bruce Dickinson,Alcohol Fueled Brewtality Live! [Disc 1],,Metal,0.99
135,Super Terrorizer,Bruce Dickinson,Alcohol Fueled Brewtality Live! [Disc 1],,Metal,0.99
136,Phoney Smile Fake Hellos,Bruce Dickinson,Alcohol Fueled Brewtality Live! [Disc 1],,Metal,0.99
137,Lost My Better Half,Bruce Dickinson,Alcohol Fueled Brewtality Live! [Disc 1],,Metal,0.99
138,Bored To Tears,Bruce Dickinson,Alcohol Fueled Brewtality Live! [Disc 1],,Metal,0.99
139,A.N.D.R.O.T.A.Z.,Bruce Dickinson,Alcohol Fueled Brewtality Live! [Disc 1],,Metal,0.99
140,Born To Booze,Bruce Dickinson,Alcohol Fueled Brewtality Live! [Disc 1],,Metal,0.99
141,World Of Trouble,Bruce Dickinson,Alcohol Fueled Brewtality Live! [Disc 1],,Metal,0.99
142,No More Tears,Bruce Dickinson,Alcohol Fueled Brewtality Live! [Disc 1],,Metal,0.99
143,The Begining... At Last,Bruce Dickinson,Alcohol Fueled Brewtality Live! [Disc 1],,Metal,0.99
144,Heart Of Gold,Buddy Guy,Alcohol Fueled Brewtality Live! [Disc 2],,Metal,0.99
145,Snowblind,Buddy Guy,Alcohol Fueled Brewtality Live! [Disc 2],,Metal,0.99
146,Like A Bird,Buddy Guy,Alcohol Fueled Brewtality Live! [Disc 2],,Metal,0.99
147,Blood In The Wall,Buddy Guy,Alcohol Fueled Brewtality Live! [Disc 2],,Metal,0.99
148,The Beginning...At Last,Buddy Guy,Alcohol Fueled Brewtality Live! [Disc 2],,Metal,0.99
149,Black Sabbath,Caetano Veloso,Black Sabbath,,Metal,0.99
150,The Wizard,Caetano Veloso,Black Sabbath,,Metal,0.99
151,Behind The Wall Of Sleep,Caetano Veloso,Black Sabbath,,Metal,0.99
152,N.I.B.,Caetano Veloso,Black Sabbath,,Metal,0.99
153,Evil Woman,Caetano Veloso,Black Sabbath,,Metal,0.99
154,Sleeping Village,Caetano Veloso,Black Sabbath,,Metal,0.99
155,Warning,Caetano Veloso,Black Sabbath,,Metal,0.99
156,Wheels Of Confusion / The Straightener,Chico Buarque,Black Sabbath Vol. 4 (Remaster),"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal,0.99
157,Tomorrow's Dream,Chico Buarque,Black Sabbath Vol. 4 (Remaster),"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal,0.99
158,Changes,Chico Buarque,Black Sabbath Vol. 4 (Remaster),"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal,0.99
159,FX,Chico Buarque,Black Sabbath Vol. 4 (Remaster),"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal,0.99
160,Supernaut,Chico Buarque,Black Sabbath Vol. 4 (Remaster),"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal,0.99
161,Snowblind,Chico Buarque,Black Sabbath Vol. 4 (Remaster),"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal,0.99
162,Cornucopia,Chico Buarque,Black Sabbath Vol. 4 (Remaster),"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal,0.99
163,Laguna Sunrise,Chico Buarque,Black Sabbath Vol. 4 (Remaster),"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal,0.99
164,St. Vitus Dance,Chico Buarque,Black Sabbath Vol. 4 (Remaster),"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal,0.99
165,Under The Sun/Every Day Comes and Goes,Chico Buarque,Black Sabbath Vol. 4 (Remaster),"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Metal,0.99
166,Smoked Pork,Chico Science & Nação Zumbi,Body Count,,Alternative & Punk,0.99
167,Body Count's In The House,Chico Science & Nação Zumbi,Body Count,,Alternative & Punk,0.99
168,Now Sports,Chico Science & Nação Zumbi,Body Count,,Alternative & Punk,0.99
169,Body Count,Chico Science & Nação Zumbi,Body Count,,Alternative & Punk,0.99
170,A Statistic,Chico Science & Nação Zumbi,Body Count,,Alternative & Punk,0.99
171,Bowels Of The Devil,Chico Science & Nação Zumbi,Body Count,,Alternative & Punk,0.99
172,The Real Problem,Chico Science & Nação Zumbi,Body Count,,Alternative & Punk,0.99
173,KKK Bitch,Chico Science & Nação Zumbi,Body Count,,Alternative & Punk,0.99
174,D Note,Chico Science & Nação Zumbi,Body Count,,Alternative & Punk,0.99
175,Voodoo,Chico Science & Nação Zumbi,Body Count,,Alternative & Punk,0.99
176,The Winner Loses,Chico Science & Nação Zumbi,Body Count,,Alternative & Punk,0.99
177,There Goes The Neighborhood,Chico Science & Nação Zumbi,Body Count,,Alternative & Punk,0.99
178,Oprah,Chico Science & Nação Zumbi,Body Count,,Alternative & Punk,0.99
179,Evil Dick,Chico Science & Nação Zumbi,Body Count,,Alternative & Punk,0.99
180,Body Count Anthem,Chico Science & Nação Zumbi,Body Count,,Alternative & Punk,0.99
181,Momma's Gotta Die Tonight,Chico Science & Nação Zumbi,Body Count,,Alternative & Punk,0.99
182,Freedom Of Speech,Chico Science & Nação Zumbi,Body Count,,Alternative & Punk,0.99
183,King In Crimson,Cidade Negra,Chemical Wedding,Roy Z,Metal,0.99
184,Chemical Wedding,Cidade Negra,Chemical Wedding,Roy Z,Metal,0.99
185,The Tower,Cidade Negra,Chemical Wedding,Roy Z,Metal,0.99
186,Killing Floor,Cidade Negra,Chemical Wedding,Adrian Smith,Metal,0.99
187,Book Of Thel,Cidade Negra,Chemical Wedding,Eddie Casillas/Roy Z,Metal,0.99
188,Gates Of Urizen,Cidade Negra,Chemical Wedding,Roy Z,Metal,0.99
189,Jerusalem,Cidade Negra,Chemical Wedding,Roy Z,Metal,0.99
190,Trupets Of Jericho,Cidade Negra,Chemical Wedding,Roy Z,Metal,0.99
191,Machine Men,Cidade Negra,Chemical Wedding,Adrian Smith,Metal,0.99
192,The Alchemist,Cidade Negra,Chemical Wedding,Roy Z,Metal,0.99
193,Realword,Cidade Negra,Chemical Wedding,Roy Z,Metal,0.99
194,First Time I Met The Blues,Cláudio Zoli,The Best Of Buddy Guy - The Millenium Collection,Eurreal Montgomery,Blues,0.99
195,Let Me Love You Baby,Cláudio Zoli,The Best Of Buddy Guy - The Millenium Collection,Willie Dixon,Blues,0.99
196,Stone Crazy,Cláudio Zoli,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,Blues,0.99
197,Pretty Baby,Cláudio Zoli,The Best Of Buddy Guy - The Millenium Collection,Willie Dixon,Blues,0.99
198,When My Left Eye Jumps,Cláudio Zoli,The Best Of Buddy Guy - The Millenium Collection,Al Perkins/Willie Dixon,Blues,0.99
199,Leave My Girl Alone,Cláudio Zoli,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,Blues,0.99
200,She Suits Me To A Tee,Cláudio Zoli,The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,Blues,0.99
201,Keep It To Myself (Aka Keep It To Yourself),Cláudio Zoli,The Best Of Buddy Guy - The Millenium Collection,Sonny Boy Williamson [I],Blues,0.99
202,My Time After Awhile,Cláudio Zoli,The Best Of Buddy Guy - The Millenium Collection,Robert Geddins/Ron Badger/Sheldon Feinberg,Blues,0.99
203,Too Many Ways (Alternate),Cláudio Zoli,The Best Of Buddy Guy - The Millenium Collection,Willie Dixon,Blues,0.99
204,Talkin' 'Bout Women Obviously,Cláudio Zoli,The Best Of Buddy Guy - The Millenium Collection,Amos Blakemore/Buddy Guy,Blues,0.99
205,Jorge Da Capadócia,Various Artists,Prenda Minha,Jorge Ben,Latin,0.99
206,Prenda Minha,Various Artists,Prenda Minha,Tradicional,Latin,0.99
207,Meditação,Various Artists,Prenda Minha,Tom Jobim - Newton Mendoça,Latin,0.99
208,Terra,Various Artists,Prenda Minha,Caetano Veloso,Latin,0.99
209,Eclipse Oculto,Various Artists,Prenda Minha,Caetano Veloso,Latin,0.99
210,"Texto ""Verdade Tropical""",Various Artists,Prenda Minha,Caetano Veloso,Latin,0.99
211,Bem Devagar,Various Artists,Prenda Minha,Gilberto Gil,Latin,0.99
212,Drão,Various Artists,Prenda Minha,Gilberto Gil,Latin,0.99
213,Saudosismo,Various Artists,Prenda Minha,Caetano Veloso,Latin,0.99
214,Carolina,Various Artists,Prenda Minha,Chico Buarque,Latin,0.99
215,Sozinho,Various Artists,Prenda Minha,Peninha,Latin,0.99
216,Esse Cara,Various Artists,Prenda Minha,Caetano Veloso,Latin,0.99
217,Mel,Various Artists,Prenda Minha,Caetano Veloso - Waly Salomão,Latin,0.99
218,Linha Do Equador,Various Artists,Prenda Minha,Caetano Veloso - Djavan,Latin,0.99
219,Odara,Various Artists,Prenda Minha,Caetano Veloso,Latin,0.99
220,A Luz De Tieta,Various Artists,Prenda Minha,Caetano Veloso,Latin,0.99
221,Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,Various Artists,Prenda Minha,David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,Latin,0.99
222,Vida Boa,Various Artists,Prenda Minha,Fausto Nilo - Armandinho,Latin,0.99
223,Sozinho (Hitmakers Classic Mix),Led Zeppelin,Sozinho Remix Ao Vivo,,Latin,0.99
224,Sozinho (Hitmakers Classic Radio Edit),Led Zeppelin,Sozinho Remix Ao Vivo,,Latin,0.99
225,Sozinho (Caêdrum 'n' Bass),Led Zeppelin,Sozinho Remix Ao Vivo,,Latin,0.99
226,Carolina,Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
227,Essa Moça Ta Diferente,Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
228,Vai Passar,Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
229,Samba De Orly,Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
230,"Bye, Bye Brasil",Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
231,Atras Da Porta,Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
232,Tatuagem,Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
233,O Que Será (À Flor Da Terra),Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
234,Morena De Angola,Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
235,Apesar De Você,Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
236,A Banda,Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
237,Minha Historia,Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
238,Com Açúcar E Com Afeto,Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
239,Brejo Da Cruz,Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
240,Meu Caro Amigo,Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
241,Geni E O Zepelim,Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
242,Trocando Em Miúdos,Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
243,Vai Trabalhar Vagabundo,Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
244,Gota D'água,Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
245,Construção / Deus Lhe Pague,Frank Zappa & Captain Beefheart,Minha Historia,,Latin,0.99
246,Mateus Enter,Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
247,O Cidadão Do Mundo,Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
248,Etnia,Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
249,Quilombo Groove [Instrumental],Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
250,Macô,Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
251,Um Passeio No Mundo Livre,Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
252,Samba Do Lado,Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
253,Maracatu Atômico,Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
254,O Encontro De Isaac Asimov Com Santos Dumont No Céu,Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
255,Corpo De Lama,Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
256,Sobremesa,Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
257,Manguetown,Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
258,Um Satélite Na Cabeça,Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
259,Baião Ambiental [Instrumental],Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
260,Sangue De Bairro,Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
261,Enquanto O Mundo Explode,Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
262,Interlude Zumbi,Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
263,Criança De Domingo,Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
264,Amor De Muito,Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
265,Samidarish [Instrumental],Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
266,Maracatu Atômico [Atomic Version],Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
267,Maracatu Atômico [Ragga Mix],Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
268,Maracatu Atômico [Trip Hop],Marcos Valle,Afrociberdelia,Chico Science,Latin,0.99
269,Banditismo Por Uma Questa,Milton Nascimento & Bebeto,Da Lama Ao Caos,,Latin,0.99
270,Banditismo Por Uma Questa,Milton Nascimento & Bebeto,Da Lama Ao Caos,,Latin,0.99
271,Rios Pontes & Overdrives,Milton Nascimento & Bebeto,Da Lama Ao Caos,,Latin,0.99
272,Cidade,Milton Nascimento & Bebeto,Da Lama Ao Caos,,Latin,0.99
273,Praiera,Milton Nascimento & Bebeto,Da Lama Ao Caos,,Latin,0.99
274,Samba Makossa,Milton Nascimento & Bebeto,Da Lama Ao Caos,,Latin,0.99
275,Da Lama Ao Caos,Milton Nascimento & Bebeto,Da Lama Ao Caos,,Latin,0.99
276,Maracatu De Tiro Certeiro,Milton Nascimento & Bebeto,Da Lama Ao Caos,,Latin,0.99
